"the_geom","cartodb_id","name","benchmark_price"
"{""type"":""Feature"",""properties"":{""cartodb_id"":""32"",""name"":""Eagle Ridge CQ"",""benchmark_price"":""883600""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-122.80166745,49.27725476],[-122.80168891,49.27753824],[-122.80167818,49.27925307],[-122.80168355,49.2806144],[-122.80167282,49.28271056],[-122.80165672,49.2844812],[-122.80160844,49.28516704],[-122.80441403,49.28504457],[-122.80604482,49.2849256],[-122.80800819,49.28466316],[-122.80957997,49.28440422],[-122.81042218,49.28417677],[-122.81202614,49.28361688],[-122.81280398,49.28344542],[-122.8139627,49.28332994],[-122.81489611,49.28338943],[-122.81596363,49.28358189],[-122.81849027,49.2845022],[-122.81907499,49.28468416],[-122.81979918,49.28478563],[-122.82041609,49.28477513],[-122.82109201,49.28465966],[-122.82114565,49.28046042],[-122.82404244,49.28047442],[-122.82407999,49.27770623],[-122.82294273,49.27776572],[-122.8212744,49.27788821],[-122.81989574,49.27786721],[-122.81831861,49.27787771],[-122.81613529,49.27786021],[-122.81404853,49.27785321],[-122.81191885,49.27786371],[-122.80976236,49.27785671],[-122.80783117,49.27784271],[-122.80625939,49.27777972],[-122.80502558,49.27769923],[-122.80275106,49.27742625],[-122.80166745,49.27725476]]]]}}","32","Eagle Ridge CQ","883600"
"{""type"":""Feature"",""properties"":{""cartodb_id"":""30"",""name"":""Meadow Brook"",""benchmark_price"":""685100""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-122.79730618,49.27627132],[-122.79549837,49.27560985],[-122.79348671,49.27476988],[-122.79191494,49.27411539],[-122.7904129,49.27345739],[-122.79047191,49.27092332],[-122.79053092,49.26885116],[-122.7906543,49.26515467],[-122.79067039,49.26510916],[-122.79108346,49.26498664],[-122.79122829,49.26491663],[-122.79139996,49.26482211],[-122.79281616,49.26391894],[-122.79392123,49.2632153],[-122.79399633,49.26316979],[-122.79425383,49.26309627],[-122.79460788,49.26306126],[-122.79815912,49.26309277],[-122.7984488,49.26466108],[-122.79850781,49.26495513],[-122.79864192,49.26575677],[-122.79867947,49.26619083],[-122.79873848,49.26668091],[-122.79874384,49.26720598],[-122.79873312,49.26763653],[-122.79870093,49.26851513],[-122.79867947,49.26948822],[-122.79866874,49.2705418],[-122.79865801,49.27141684],[-122.79863656,49.27260338],[-122.79864728,49.27290439],[-122.79865265,49.27345389],[-122.79866338,49.27385989],[-122.79864728,49.27395789],[-122.79856145,49.27438489],[-122.79839516,49.27481538],[-122.79818058,49.27516187],[-122.79786408,49.27563085],[-122.79730618,49.27627132]]]]}}","30","Meadow Brook","685100"
"{""type"":""Feature"",""properties"":{""cartodb_id"":""16"",""name"":""River Springs"",""benchmark_price"":""729700""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-122.76643395,49.29472238],[-122.76783407,49.29547805],[-122.76827395,49.29571945],[-122.76859581,49.29588737],[-122.76877284,49.29598183],[-122.76910543,49.29616374],[-122.76966333,49.29646461],[-122.76984036,49.29656256],[-122.77036071,49.2962617],[-122.77083814,49.29620922],[-122.77162135,49.29622672],[-122.7729249,49.29634566],[-122.77348816,49.29645061],[-122.77377248,49.29644012],[-122.77440548,49.2962582],[-122.77461469,49.29613926],[-122.77466834,49.2960378],[-122.77466297,49.29568096],[-122.77473271,49.29544307],[-122.77480781,49.29497777],[-122.77479172,49.2949113],[-122.77478635,49.29465241],[-122.77472198,49.29443201],[-122.77462542,49.29433055],[-122.77435184,49.29413463],[-122.77414262,49.29402618],[-122.77380466,49.29387574],[-122.77364373,49.29373929],[-122.77346134,49.29357136],[-122.77310729,49.29314103],[-122.7728337,49.29280167],[-122.77257621,49.29247629],[-122.77227044,49.29202146],[-122.7722168,49.29192],[-122.77218997,49.29172058],[-122.77220607,49.29141968],[-122.77229726,49.2908039],[-122.77236164,49.29028258],[-122.77237773,49.29013913],[-122.77227044,49.28969478],[-122.77194858,49.28887954],[-122.77183056,49.28849465],[-122.77176619,49.28829871],[-122.77156234,49.28815176],[-122.77130485,49.28801879],[-122.77104735,49.28782985],[-122.77103662,49.28754293],[-122.77126193,49.28711605],[-122.77199149,49.28659819],[-122.77259231,49.28629027],[-122.77296782,49.28598935],[-122.77315021,49.2857794],[-122.77376175,49.28506557],[-122.77430892,49.28441471],[-122.77466297,49.28405079],[-122.77520478,49.2835154],[-122.77561247,49.283029],[-122.77598262,49.28258808],[-122.77643323,49.28202818],[-122.7765137,49.28187071],[-122.77669609,49.2812583],[-122.77665317,49.28091886],[-122.77637959,49.27926357],[-122.77635813,49.27838866],[-122.77557492,49.27839916],[-122.77479172,49.27844116],[-122.77315021,49.27847966],[-122.77287126,49.27847616],[-122.77157843,49.27844116],[-122.77040899,49.27840966],[-122.76850462,49.27838516],[-122.76724935,49.27836767],[-122.76724398,49.27876663],[-122.76724398,49.279848],[-122.76722252,49.28118831],[-122.76721716,49.28287503],[-122.76721716,49.28429574],[-122.76722789,49.28502008],[-122.76722252,49.28525802],[-122.76722252,49.28550296],[-122.76722252,49.28573391],[-122.76721716,49.28592636],[-122.76721716,49.2861503],[-122.76721716,49.28631826],[-122.76722252,49.28644773],[-122.76721716,49.2865492],[-122.76721179,49.28665067],[-122.76721179,49.28677314],[-122.76720643,49.28686762],[-122.76721179,49.28697609],[-122.76721179,49.28700758],[-122.76720643,49.28708456],[-122.76721179,49.2872875],[-122.76721716,49.28756393],[-122.76721179,49.28790333],[-122.76722252,49.28855064],[-122.76721716,49.28925042],[-122.76598334,49.28925042],[-122.76533961,49.28925042],[-122.7648139,49.28925042],[-122.76434183,49.28925742],[-122.76397705,49.28925042],[-122.76397705,49.28941137],[-122.76398778,49.2896353],[-122.76398778,49.28988721],[-122.76398778,49.29044003],[-122.76397705,49.29213342],[-122.76398778,49.29239232],[-122.76315093,49.29294861],[-122.7636981,49.29324949],[-122.76407897,49.2934664],[-122.76479244,49.29385824],[-122.7653718,49.29416962],[-122.76588678,49.29442851],[-122.76643395,49.29472238]]]]}}","16","River Springs","729700"
"{""type"":""Feature"",""properties"":{""cartodb_id"":""29"",""name"":""Cape Horn"",""benchmark_price"":""973600""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-122.83409536,49.23591249],[-122.83277035,49.23591249],[-122.83231437,49.23595802],[-122.83199251,49.23607711],[-122.83092499,49.23639235],[-122.82977164,49.23678464],[-122.82943368,49.23688622],[-122.82860219,49.23716643],[-122.82789946,49.23743613],[-122.82618284,49.23797902],[-122.82580733,49.23798603],[-122.82455742,49.2387846],[-122.82442331,49.23884764],[-122.82403171,49.23894221],[-122.82307684,49.23902977],[-122.82286763,49.23883713],[-122.82257259,49.23859896],[-122.82058239,49.23684769],[-122.81905353,49.23755171],[-122.81849563,49.23784242],[-122.81804502,49.23803856],[-122.81692386,49.23857795],[-122.81668246,49.23872505],[-122.81601727,49.23903677],[-122.81589389,49.23284405],[-122.81575441,49.22973338],[-122.80586779,49.22860537],[-122.80629158,49.22788721],[-122.80635595,49.22756841],[-122.80629158,49.2272356],[-122.80614674,49.2268187],[-122.80595362,49.22647187],[-122.80007422,49.21981157],[-122.8617382,49.22024604],[-122.86154509,49.23239567],[-122.84858465,49.23086838],[-122.84746885,49.23144287],[-122.84508705,49.23175113],[-122.84407854,49.23287908],[-122.8430593,49.23750268],[-122.84184694,49.23718044],[-122.83955097,49.23659901],[-122.83683658,49.2359335],[-122.83409536,49.23591249]]]]}}","29","Cape Horn","973600"
"{""type"":""Feature"",""properties"":{""cartodb_id"":""37"",""name"":""Central Coquitlam"",""benchmark_price"":""1135000""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-122.83409536,49.23591599],[-122.83683658,49.2359335],[-122.83982992,49.23666556],[-122.8430593,49.23750268],[-122.84398198,49.23782491],[-122.84420729,49.23789496],[-122.8448832,49.23803506],[-122.84613311,49.23834328],[-122.84687877,49.23864099],[-122.84754932,49.23899474],[-122.84840763,49.23947458],[-122.84894943,49.23972325],[-122.84970045,49.23999644],[-122.85091817,49.2403817],[-122.85121322,49.24045875],[-122.85191059,49.24061986],[-122.85240948,49.24062686],[-122.85238802,49.24127829],[-122.85240948,49.24134133],[-122.85246313,49.24146041],[-122.85246849,49.24177562],[-122.85256505,49.24203478],[-122.85270452,49.2422239],[-122.85312831,49.24254961],[-122.8533107,49.24281578],[-122.85436213,49.24503261],[-122.86022007,49.24496607],[-122.86222637,49.24495557],[-122.86221027,49.24532678],[-122.87282646,49.2453548],[-122.872805,49.24564896],[-122.87276745,49.24581356],[-122.87269235,49.24595364],[-122.87246168,49.24619527],[-122.87227392,49.24635286],[-122.87164629,49.24685013],[-122.87086844,49.24748747],[-122.87031591,49.24796372],[-122.8698653,49.24833491],[-122.8693825,49.24874112],[-122.86918938,49.24898974],[-122.86907136,49.24919285],[-122.86907136,49.24973211],[-122.86905527,49.25062153],[-122.86902845,49.25153545],[-122.8689909,49.2530516],[-122.86896944,49.25462373],[-122.86894798,49.25627634],[-122.86887825,49.25810395],[-122.86885679,49.25992099],[-122.86878169,49.26169595],[-122.86874413,49.26307527],[-122.86873341,49.26356187],[-122.86593318,49.26353386],[-122.86315978,49.26351286],[-122.85898089,49.26350936],[-122.85759687,49.26347785],[-122.85347164,49.26346385],[-122.85231829,49.26345685],[-122.85173893,49.26344984],[-122.85144925,49.26344984],[-122.84669638,49.26340083],[-122.83803821,49.26334482],[-122.82470226,49.26319079],[-122.82437503,49.26319429],[-122.8243804,49.2576383],[-122.8243804,49.25221825],[-122.82441258,49.24496957],[-122.82429457,49.2446789],[-122.82413363,49.24445827],[-122.82887578,49.24281928],[-122.8342241,49.24279827],[-122.83409536,49.23591599]]]]}}","37","Central Coquitlam","1135000"
"{""type"":""Feature"",""properties"":{""cartodb_id"":""26"",""name"":""Coquitlam East"",""benchmark_price"":""1133300""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-122.79068112,49.26510216],[-122.79108882,49.26498314],[-122.79134631,49.26485711],[-122.79159844,49.26468908],[-122.7921778,49.26433202],[-122.79269814,49.26398895],[-122.79343307,49.26353036],[-122.79393733,49.26320829],[-122.79400706,49.26316979],[-122.79426455,49.26309277],[-122.79465079,49.26305426],[-122.79722035,49.26308927],[-122.79745638,49.26308577],[-122.79778361,49.26309277],[-122.79814839,49.26308927],[-122.79842734,49.26308227],[-122.79859364,49.26304376],[-122.79872775,49.26300875],[-122.7989316,49.26291073],[-122.79914618,49.26270419],[-122.79946804,49.2623156],[-122.80015469,49.26155242],[-122.80037463,49.26128985],[-122.80088961,49.26130035],[-122.80132949,49.26127585],[-122.80252039,49.26132136],[-122.80437648,49.26034461],[-122.80548692,49.2603341],[-122.80611992,49.26078222],[-122.80645251,49.26101328],[-122.81623721,49.2599385],[-122.81630695,49.25992099],[-122.81654298,49.26035511],[-122.81676292,49.26067019],[-122.81695068,49.26092926],[-122.81740665,49.26158392],[-122.81752467,49.26181148],[-122.81758368,49.26196902],[-122.81766415,49.26225608],[-122.8176856,49.26267618],[-122.81770706,49.26313828],[-122.8177017,49.26316278],[-122.81866729,49.26316278],[-122.81992793,49.26316278],[-122.82226145,49.26317329],[-122.82331824,49.26318379],[-122.82392979,49.26318379],[-122.82437503,49.26319079],[-122.82439649,49.25132535],[-122.82440722,49.24925938],[-122.82443941,49.24827188],[-122.82441258,49.24751198],[-122.82441795,49.24672056],[-122.82441795,49.24540733],[-122.82441258,49.24496957],[-122.8243053,49.2446684],[-122.824139,49.24445827],[-122.82888114,49.24281227],[-122.82897234,49.24280877],[-122.8342241,49.24280177],[-122.83421338,49.24167405],[-122.83417583,49.24021358],[-122.8341651,49.23920839],[-122.8341651,49.23892119],[-122.83413291,49.23760075],[-122.83408999,49.23600005],[-122.83409536,49.23591599],[-122.83382177,49.23591249],[-122.83276498,49.23591599],[-122.83231437,49.23595802],[-122.83093035,49.23639235],[-122.82971263,49.23680216],[-122.82918155,49.23695627],[-122.82793164,49.23742212],[-122.82742202,49.23757623],[-122.82688022,49.23775136],[-122.82617748,49.23797902],[-122.82593071,49.23798252],[-122.82580733,49.23798603],[-122.82564104,49.2380841],[-122.82510459,49.23842384],[-122.82471836,49.23869003],[-122.82454133,49.2387951],[-122.82441258,49.23884064],[-122.82402635,49.2389387],[-122.823506,49.23899124],[-122.82307684,49.23902977],[-122.82284081,49.23881962],[-122.8225565,49.23858846],[-122.82188594,49.23799653],[-122.82178402,49.23790197],[-122.82073796,49.23698079],[-122.82057703,49.23684769],[-122.81910181,49.23752719],[-122.81849027,49.23783542],[-122.81798601,49.23805958],[-122.81733155,49.23838181],[-122.81710088,49.23848689],[-122.81692386,49.23857095],[-122.81680048,49.2386445],[-122.81668246,49.23871805],[-122.81655371,49.2387846],[-122.81602263,49.23903327],[-122.81599581,49.23714892],[-122.81595826,49.23512088],[-122.81589389,49.23263387],[-122.81575441,49.22973338],[-122.80586243,49.22860537],[-122.80570149,49.22882957],[-122.80500412,49.22935504],[-122.80337334,49.23037094],[-122.80300856,49.23091041],[-122.80267596,49.2314779],[-122.80184984,49.23227658],[-122.80080914,49.23353762],[-122.80031562,49.2345184],[-122.80011177,49.23526799],[-122.80010104,49.2356673],[-122.80075014,49.2360666],[-122.80121148,49.23621021],[-122.80256867,49.23618569],[-122.80335188,49.23612265],[-122.80437648,49.23622072],[-122.80514359,49.23637133],[-122.80558348,49.23651494],[-122.80610919,49.23670408],[-122.80671,49.23715942],[-122.80714989,49.23761476],[-122.80723572,49.23840633],[-122.8072679,49.23855343],[-122.80707479,49.23983533],[-122.80697823,49.24087203],[-122.80687094,49.24120124],[-122.80681729,49.24148843],[-122.80665636,49.24164253],[-122.80620575,49.24181064],[-122.80589461,49.24195073],[-122.80547619,49.24196474],[-122.80508995,49.24202778],[-122.80443549,49.24215386],[-122.80381322,49.24229395],[-122.80296564,49.24267219],[-122.80262232,49.24284029],[-122.80218244,49.24305042],[-122.80191422,49.24326055],[-122.80180693,49.24342866],[-122.80178547,49.2438279],[-122.80211806,49.24436722],[-122.80281544,49.24497658],[-122.80297637,49.24531978],[-122.80289054,49.24559994],[-122.80256867,49.24590111],[-122.802279,49.24611122],[-122.80196786,49.2462513],[-122.80137777,49.24637037],[-122.80011177,49.24641239],[-122.79950023,49.24640539],[-122.79904962,49.24646842],[-122.79873848,49.24659449],[-122.79856682,49.24669254],[-122.79835224,49.24691667],[-122.7982235,49.24718281],[-122.79821277,49.24746296],[-122.79823422,49.24777112],[-122.79827714,49.24818434],[-122.79815912,49.24844347],[-122.79794455,49.24859755],[-122.79770851,49.24865358],[-122.79746175,49.24867459],[-122.797333,49.24868159],[-122.79620647,49.24822636],[-122.79576659,49.24826838],[-122.79556274,49.24838744],[-122.79545546,49.24864657],[-122.79544473,49.24904577],[-122.79603481,49.25032739],[-122.7965498,49.25087365],[-122.79715061,49.25153195],[-122.79750466,49.25214822],[-122.79760122,49.25237232],[-122.79779434,49.25308662],[-122.79795527,49.25418606],[-122.79795527,49.25470427],[-122.79794455,49.25495636],[-122.79784799,49.25535551],[-122.79751539,49.25584569],[-122.79721498,49.25628685],[-122.79717207,49.25652493],[-122.79717207,49.25693807],[-122.79742956,49.25751226],[-122.797333,49.2592558],[-122.79711843,49.25962691],[-122.79639959,49.26013805],[-122.7956593,49.26060718],[-122.79496193,49.2607052],[-122.79410362,49.26073321],[-122.79313803,49.26076122],[-122.79227972,49.26085924],[-122.79155016,49.26095727],[-122.79116392,49.26102028],[-122.79063821,49.26113931],[-122.79065967,49.26169945],[-122.79072404,49.26326081],[-122.79071331,49.26440203],[-122.79068112,49.26510216]]]]}}","26","Coquitlam East","1133300"
"{""type"":""Feature"",""properties"":{""cartodb_id"":""55"",""name"":""Westwood Summit"",""benchmark_price"":""0""},""geometry"":{""type"":""Polygon"",""coordinates"":[[[-122.82332494854927,49.29466378221911],[-122.82331690192223,49.296010689085634],[-122.82330483198166,49.29707244556835],[-122.82319486141205,49.297067198063715],[-122.82310634851456,49.29707506932047],[-122.82283410429955,49.297062825142774],[-122.822647690773,49.29706894723198],[-122.822378128767,49.29705320471532],[-122.82194763422012,49.29698323791367],[-122.82164990901947,49.296907148904175],[-122.82081842422485,49.29665089424956],[-122.82029673457146,49.29646285671011],[-122.81974822282793,49.29626607247037],[-122.81948670744897,49.296172490356284],[-122.81915679574011,49.2960649144355],[-122.81843528151511,49.29582702213472],[-122.81808793544768,49.29571244859493],[-122.81810402870178,49.29571419781128],[-122.81761184334755,49.29555326964721],[-122.81699225306511,49.29534423717136],[-122.81665429472922,49.295229662509314],[-122.8161822259426,49.29510371753536],[-122.81597837805747,49.29504861650808],[-122.81541779637338,49.29488331305661],[-122.81525418162344,49.29483520877346],[-122.81516164541245,49.29481684167115],[-122.8151723742485,49.29444250114244],[-122.81520053744316,49.2936413328878],[-122.8157825767994,49.293652703270716],[-122.81685411930084,49.293656201849544],[-122.81764000654219,49.29365795113889],[-122.81838700175284,49.29366057507274],[-122.81901463866234,49.29366144971734],[-122.82024711370468,49.29366494829553],[-122.82106652855873,49.29366757222902],[-122.8210423886776,49.29464279117147],[-122.82332494854927,49.29466378221911]]]}}","55","Westwood Summit","0"
"{""type"":""Feature"",""properties"":{""cartodb_id"":""28"",""name"":""Burke Mountain"",""benchmark_price"":""1308100""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-122.73380756,49.27849365],[-122.7338022,49.27978851],[-122.73369491,49.2857619],[-122.73377538,49.2857514],[-122.73422062,49.2857549],[-122.73577094,49.2857549],[-122.74061501,49.2857514],[-122.74264812,49.2857584],[-122.74562001,49.28574791],[-122.76161671,49.2857724],[-122.76153088,49.28925392],[-122.76398778,49.28926442],[-122.76399851,49.29107681],[-122.76399851,49.29238533],[-122.76315093,49.2929661],[-122.76248574,49.29293112],[-122.76178837,49.29293112],[-122.76177764,49.29313054],[-122.76162207,49.29554452],[-122.76161134,49.29572294],[-122.76159525,49.29598183],[-122.76197076,49.29620573],[-122.76232481,49.29636665],[-122.76284516,49.2964681],[-122.7634728,49.29679695],[-122.76391804,49.29705583],[-122.76420772,49.2973287],[-122.76442766,49.29756658],[-122.76484609,49.29796539],[-122.76506066,49.29843765],[-122.76509285,49.29907433],[-122.764889,49.29957807],[-122.76437402,49.29999085],[-122.76279688,49.30120118],[-122.76118755,49.30253742],[-122.76041508,49.30322301],[-122.7601254,49.30358679],[-122.76916981,49.30352383],[-122.76920199,49.30359729],[-122.76932001,49.30367774],[-122.77009249,49.30388411],[-122.7710259,49.30402752],[-122.7715838,49.30413246],[-122.77191639,49.30423739],[-122.77225971,49.30445076],[-122.77259231,49.30480054],[-122.7727747,49.30513982],[-122.77279079,49.30552458],[-122.77247965,49.30650393],[-122.77227044,49.30688168],[-122.77202904,49.30723494],[-122.77170181,49.30765815],[-122.77139604,49.30803938],[-122.77131557,49.30818628],[-122.7712512,49.30853603],[-122.77125657,49.30879485],[-122.77144432,49.30918657],[-122.77181983,49.30984059],[-122.77174473,49.3101064],[-122.77195394,49.31062751],[-122.77193785,49.31114512],[-122.77189493,49.3114354],[-122.77179837,49.31167671],[-122.77149796,49.31211037],[-122.77129412,49.3123307],[-122.77111173,49.31240764],[-122.77036071,49.31302665],[-122.76963115,49.31357221],[-122.76904106,49.31399536],[-122.76861191,49.31465632],[-122.76830077,49.31496056],[-122.76793063,49.31503051],[-122.76753902,49.31544665],[-122.76748538,49.31560752],[-122.76753366,49.31595722],[-122.7680701,49.31684545],[-122.76830077,49.31730005],[-122.76896596,49.3182477],[-122.76930928,49.31861486],[-122.7698189,49.31919883],[-122.77013004,49.31985621],[-122.77059138,49.32052758],[-122.77067184,49.3208178],[-122.7707094,49.32137726],[-122.77070403,49.32167447],[-122.77062893,49.3220556],[-122.77051628,49.32232484],[-122.77036071,49.32252064],[-122.77026415,49.32268148],[-122.77025342,49.32275841],[-122.77009249,49.32307309],[-122.76977599,49.32361155],[-122.76964724,49.3238563],[-122.76962042,49.32409755],[-122.76960433,49.32425139],[-122.76972771,49.32459754],[-122.77027488,49.32505206],[-122.77047336,49.32512898],[-122.77099371,49.32523038],[-122.7711761,49.32542617],[-122.66265392,49.32668833],[-122.66394138,49.32544365],[-122.6651001,49.32435279],[-122.66617298,49.32334582],[-122.66786814,49.32186329],[-122.6693058,49.32078633],[-122.67070055,49.31975131],[-122.6720953,49.31871627],[-122.67409086,49.31748538],[-122.67539978,49.31663213],[-122.6761508,49.31580685],[-122.67673016,49.31482768],[-122.67722368,49.31361068],[-122.67756701,49.31177813],[-122.67788887,49.3100994],[-122.6779747,49.30898022],[-122.67760992,49.30752524],[-122.67673016,49.30643398],[-122.67460585,49.30488099],[-122.67173052,49.30323001],[-122.66921997,49.30218063],[-122.66638756,49.30136909],[-122.66325474,49.29994187],[-122.6617527,49.2989344],[-122.660079,49.29789892],[-122.65926361,49.29672349],[-122.65883446,49.29423259],[-122.66033649,49.2921894],[-122.66505718,49.2908179],[-122.67475605,49.28874658],[-122.67784595,49.28796281],[-122.68484116,49.28633926],[-122.68878937,49.2844637],[-122.69127846,49.28284003],[-122.69415379,49.28138428],[-122.69848824,49.27872463],[-122.69862235,49.27864064],[-122.69893348,49.27847616],[-122.73380756,49.27849365]]]]}}","28","Burke Mountain","1308100"
"{""type"":""Feature"",""properties"":{""cartodb_id"":""38"",""name"":""Maillardville"",""benchmark_price"":""947700""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-122.87626505,49.22646487],[-122.87617922,49.23001013],[-122.87557304,49.23022031],[-122.87542284,49.23027636],[-122.8750366,49.23059864],[-122.87506342,49.23107155],[-122.87532628,49.23131326],[-122.87617385,49.23169509],[-122.87678003,49.23249726],[-122.87712872,49.23273546],[-122.87776709,49.2330332],[-122.87887216,49.23343954],[-122.88002014,49.23361468],[-122.88021326,49.23372327],[-122.88033664,49.23387739],[-122.87915647,49.23427671],[-122.87865758,49.23444484],[-122.87725747,49.23491071],[-122.87623823,49.23525748],[-122.87312686,49.23629077],[-122.87299275,49.2395096],[-122.87294984,49.24138686],[-122.87288547,49.24347068],[-122.87282109,49.24535129],[-122.86221027,49.24533028],[-122.862221,49.24495557],[-122.85436213,49.24503611],[-122.85331607,49.24282278],[-122.85313368,49.24255311],[-122.85270452,49.2422239],[-122.85255969,49.24203829],[-122.85246849,49.24177912],[-122.85246849,49.24146391],[-122.8523773,49.2412853],[-122.85241485,49.24063387],[-122.85191059,49.24061986],[-122.85093427,49.2403887],[-122.84971118,49.23999644],[-122.84896016,49.23972675],[-122.8483969,49.23947458],[-122.84686804,49.23863049],[-122.84634233,49.23842384],[-122.84613848,49.23834328],[-122.84489393,49.23803506],[-122.84416974,49.23789146],[-122.84305394,49.23749567],[-122.84407854,49.23288608],[-122.84508169,49.23175113],[-122.84746885,49.23144637],[-122.84859002,49.23086838],[-122.86155045,49.23239918],[-122.8617382,49.22024954],[-122.8708148,49.22063145],[-122.87641525,49.22079263],[-122.87626505,49.22646487]]]]}}","38","Maillardville","947700"
"{""type"":""Feature"",""properties"":{""cartodb_id"":""31"",""name"":""Ranch Park"",""benchmark_price"":""1051600""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-122.80166745,49.27725126],[-122.80275643,49.27742275],[-122.80443013,49.27762923],[-122.80499876,49.27769223],[-122.80540109,49.27772722],[-122.80574977,49.27775172],[-122.8063345,49.27778322],[-122.80688703,49.27780422],[-122.8078419,49.27783921],[-122.80829251,49.27784271],[-122.80916691,49.27785321],[-122.80981064,49.27785321],[-122.81028271,49.27785321],[-122.81088352,49.27785321],[-122.81269133,49.27786721],[-122.81367838,49.27785671],[-122.81437039,49.27784971],[-122.8152287,49.27785321],[-122.81604946,49.27786021],[-122.8167361,49.27786721],[-122.81734228,49.27786721],[-122.81803966,49.27787421],[-122.8188014,49.27787071],[-122.82016933,49.27787071],[-122.82126367,49.27788471],[-122.82221854,49.27781822],[-122.82296419,49.27776572],[-122.8234899,49.27773772],[-122.82372594,49.27771672],[-122.82407999,49.27770973],[-122.82410145,49.27467888],[-122.82414436,49.27381789],[-122.82376885,49.27381789],[-122.82377958,49.27322289],[-122.82310903,49.27321939],[-122.82342017,49.26420599],[-122.82470763,49.26319079],[-122.82436967,49.26319079],[-122.82065213,49.26316629],[-122.8177017,49.26316278],[-122.81766415,49.26226659],[-122.81754076,49.26185699],[-122.81741202,49.26158743],[-122.81654298,49.26034811],[-122.81631231,49.25992449],[-122.80645251,49.26101678],[-122.80549228,49.2603376],[-122.80438185,49.26034461],[-122.80252039,49.26132136],[-122.80132413,49.26127585],[-122.80088961,49.26130386],[-122.80037463,49.26129335],[-122.79911935,49.26271819],[-122.79899597,49.26285122],[-122.79888332,49.26294924],[-122.79880285,49.26297724],[-122.79871702,49.26301575],[-122.79842734,49.26308227],[-122.79815912,49.26309277],[-122.79850245,49.26492363],[-122.79862583,49.26558874],[-122.79869556,49.26630985],[-122.79873848,49.2666634],[-122.79873848,49.26719197],[-122.79872775,49.26787806],[-122.79870629,49.26841012],[-122.79870093,49.26868665],[-122.79866874,49.27073431],[-122.79863656,49.27256838],[-122.79864728,49.27290439],[-122.79866874,49.27385639],[-122.79856682,49.27437789],[-122.79839516,49.27481888],[-122.79819667,49.27513737],[-122.79786944,49.27563085],[-122.79730082,49.27626782],[-122.7982986,49.27653731],[-122.79953778,49.27683829],[-122.80166745,49.27725126]]]]}}","31","Ranch Park","1051600"
"{""type"":""Feature"",""properties"":{""cartodb_id"":""39"",""name"":""Coquitlam West"",""benchmark_price"":""1195300""},""geometry"":{""type"":""MultiPolygon"",""coordinates"":[[[[-122.86907136,49.24919285],[-122.86904454,49.25089816],[-122.86892116,49.2570186],[-122.86887825,49.25804793],[-122.86885142,49.25991399],[-122.86877096,49.26226309],[-122.86873341,49.26356187],[-122.86842763,49.2705453],[-122.87853956,49.2706328],[-122.87934422,49.27002376],[-122.88012207,49.27045079],[-122.89345264,49.27027228],[-122.89261043,49.23806658],[-122.89227247,49.23795801],[-122.89143562,49.23720145],[-122.89111912,49.23665505],[-122.89088845,49.23642738],[-122.88993359,49.23595452],[-122.88969219,49.23590548],[-122.8891933,49.23592299],[-122.88797557,49.23607711],[-122.8863126,49.23590548],[-122.88579762,49.23571634],[-122.88555622,49.23551668],[-122.88514316,49.23534855],[-122.88326025,49.23505432],[-122.882815,49.23492472],[-122.88152754,49.2347741],[-122.88128614,49.23469354],[-122.88071215,49.23434677],[-122.88033664,49.23388089],[-122.87564814,49.23545363],[-122.87312686,49.23629077],[-122.87298203,49.24010851],[-122.87293911,49.24185617],[-122.87282109,49.24534779],[-122.87281573,49.24564196],[-122.87278354,49.24581356],[-122.87266552,49.24598515],[-122.87255287,49.24610422],[-122.87106156,49.24732989],[-122.86937714,49.24875162],[-122.86926448,49.2488987],[-122.86917865,49.24899675],[-122.86907136,49.24919285]]]]}}","39","Coquitlam West","1195300"
